property_name,square_feet,transaction,status,furnishing,facing,description,price_per_sqft,price_lakhs,floor_number,total_floors,area_name,property_type
1 BHK Builder Floor for Sale in Udhana Surat,350.0,Resale,Ready to Move,Unfurnished,Unknown,,4857.0,17.0,4.0,5.0,Super,Area
1 BHK Apartment for Sale in Amroli Surat,400.0,Resale,Ready to Move,Unfurnished,Unknown,,4125.0,16.5,4.0,5.0,Super,Area
3 BHK  House for Sale in Dindoli Surat,1200.0,Resale,Ready to Move,Furnished,Unknown,property is in a good locality,3500.0,42.0,3.0,,Super,Area
1 BHK Apartment for Sale in Athwa Gate Surat,715.0,Resale,Ready to Move,Semi-Furnished,East,,2797.0,20.0,1.0,9.0,Carpet,Area
1 BHK Builder Floor for Sale in Varacha Surat,450.0,Resale,Ready to Move,Semi-Furnished,Unknown,,2222.0,10.0,3.0,3.0,Super,Area
1 BHK Apartment for Sale in Dabholi Surat,580.0,Resale,Ready to Move,Semi-Furnished,Unknown,,2759.0,16.0,8.0,8.0,Super,Area
1 BHK  House for Sale in Dindoli Surat,615.0,Unfurnished,Ready to Move,1,Unknown,,4878.0,30.0,,,Super,Area
2 BHK Apartment for Sale in Piplod Surat,650.0,Resale,Ready to Move,Semi-Furnished,West,"Furnished bedrooms, verified tiles, main road facing, big Balcony, renovated just a year before. ACs installed in both the bedrooms. Wardrobes in both bedroom. Kitchen trolleys installed.Main door grill and window grills installed.Read more",4000.0,34.0,3.0,4.0,Carpet,Area
2 BHK Builder Floor for Sale in Bardoli Surat,1100.0,Resale,Ready to Move,Unfurnished,Unknown,,1455.0,16.0,3.0,6.0,Super,Area
1 BHK Builder Floor for Sale in Kamrej Surat,710.0,Resale,Ready to Move,Unfurnished,Unknown,,1831.0,13.0,3.0,6.0,Super,Area
House for Sale in Kamrej Surat,,Unknown,Ready to Move,Unknown,Unknown,,,24.0,,,,Transaction
Industrial Land for Sale in Kim Surat,2250.0,Unknown,Resale,Unknown,Unknown,,1111.0,25.0,,,Built,Area
1 BHK Builder Floor for Sale in Pandesara Surat,799.0,Resale,Ready to Move,Semi-Furnished,Unknown,,1627.0,13.0,1.0,5.0,Super,Area
2 BHK Apartment for Sale in Varachha Main Road Surat,750.0,Resale,Ready to Move,Semi-Furnished,Unknown,,2667.0,20.0,1.0,5.0,Super,Area
1 BHK Builder Floor for Sale in Sachin Surat,466.0,Resale,Ready to Move,Semi-Furnished,Unknown,,2253.0,10.5,1.0,5.0,Super,Area
2 BHK Apartment for Sale in Piplod Surat,900.0,Resale,Ready to Move,Semi-Furnished,Unknown,,3501.0,31.5,1.0,7.0,Super,Area
2 BHK  House for Sale in Kim Surat,800.0,Resale,Ready to Move,Unfurnished,Unknown,,2750.0,22.0,1.0,,Super,Area
2 BHK Apartment for Sale in Vesu Surat,1260.0,Resale,Ready to Move,Furnished,Unknown,,3968.0,50.0,9.0,9.0,Super,Area
1 BHK Apartment for Sale in Trikamnagar 1 Surat,500.0,Resale,Ready to Move,Semi-Furnished,Unknown,,3000.0,15.0,4.0,4.0,Super,Area
2 BHK Apartment for Sale in Katargam Surat,500.0,Resale,Ready to Move,Unfurnished,West,"Multistorey apartment is available for sale. Natural Light and Airy, Corner Building.Read more",2500.0,22.5,3.0,4.0,Carpet,Area
2 BHK Apartment for Sale in Adajan Surat,650.0,Resale,Ready to Move,Semi-Furnished,Unknown,,33081.0,20.5,4.0,4.0,Carpet,Area
Plot/Land for Sale in Palsana Surat,498.0,Congo,Freehold,1,Unknown,"Residential plot is available for sale. It has a plot area of 498 sq-ft, it is a good location property. Please contact for more details.Read more",3012.0,15.0,,,Plot,Area
1 BHK Apartment for Sale in Jahangir Pura Surat,770.0,Resale,Ready to Move,Unfurnished,Unknown,only fix furniture good location,3532.0,27.2,5.0,14.0,Carpet,Area
3 BHK  House for Sale in 42 smit row house opp silicon flat parvat gam surat Surat,432.0,Resale,Ready to Move,Furnished,Unknown,,11574.0,50.0,2.0,2.0,Super,Area
2 BHK  House for Sale in Rudra Residency Surat,800.0,Furnished,Ready to Move,2,Unknown,,3250.0,26.0,,,Carpet,Area
1 BHK Apartment for Sale in Gopi Pura Surat,551.0,Resale,Ready to Move,Semi-Furnished,Unknown,,2632.0,14.5,2.0,5.0,Carpet,Area
2 BHK Apartment for Sale in Pal Surat,1300.0,Resale,Ready to Move,Semi-Furnished,East,,3462.0,45.0,3.0,5.0,Super,Area
2 BHK Builder Floor for Sale in Nan Pura Surat,1050.0,Resale,Ready to Move,Semi-Furnished,Unknown,,2571.0,27.0,2.0,6.0,Super,Area
1 BHK Builder Floor for Sale in Parvat Patiya Surat,800.0,Resale,Ready to Move,Unfurnished,Unknown,,2500.0,20.0,2.0,6.0,Super,Area
1 BHK Apartment for Sale in Bhatar Surat,650.0,Resale,Ready to Move,Semi-Furnished,East,,,22.0,3.0,3.0,Carpet,Area
1 BHK Apartment for Sale in Palan Pur Patiya Surat,700.0,Resale,Ready to Move,Furnished,Unknown,"Multistorey apartment is available for sale. It covered area of 700 sq-ft, it is a good location property. Please contact for more details.Read more",3501.0,24.5,3.0,5.0,Super,Area
3 BHK Apartment for Sale in Palanpur Surat,1200.0,Resale,Ready to Move,Furnished,Unknown,,2917.0,35.0,8.0,8.0,Super,Area
1 BHK Builder Floor for Sale in Palan Pur Patiya Surat,700.0,Resale,Ready to Move,Unfurnished,Unknown,,1071.0,7.5,3.0,3.0,Super,Area
5 BHK  House for Sale in Dindoli Surat,1540.0,Semi-Furnished,Ready to Move,West,Unknown,"society is on main road that connect to highway, near to Bhestan Railway station, mall, school, open environment, perfect elevation, 3.25 percent rental yield could be earned if investment is the purpose, developing localities and good returns in future and a lot more. asked queries on 6351 363 998Read more",2604.0,50.0,,,Carpet,Area
4 BHK  House for Sale in Dindoli Surat,1260.0,Semi-Furnished,Ready to Move,4,Unknown,it is located in a quiet location good for people who want peace and a good parking space beside the houseRead more,3571.0,45.0,,,Carpet,Area
2 BHK  House for Sale in Amroli Surat,576.0,Semi-Furnished,Ready to Move,2,Unknown,"This Residential House is built over 1 floors. The construction has been done keeping in view family needs for space & utility. Great deal, please contact immediately. The age of construction for this Residential House is between 10 to 15 years. Read more",6076.0,35.0,,,Super,Area
2 BHK  House for Sale in Kim Surat,900.0,Resale,Ready to Move,Unfurnished,West,Near tulai van ashram  have a be side of temple to pray every day u have to great landscape.Read more,1167.0,10.5,1.0,,Super,Area
2 BHK Apartment for Sale in Umra Surat,900.0,Resale,Ready to Move,Semi-Furnished,South,"Multistorey apartment is available for sale. 2 and 4  Wheeler Parking, Well Maintain House, 1 Master Bedroom, Wardrobe, Kitchen Trolley, Grilled outside all windows, Low Maintenance, For Home Video please contact by Whatsapp.Read more",,38.0,1.0,4.0,Carpet,Area
2 BHK Apartment for Sale in Katar Gam Surat,960.0,Resale,Ready to Move,Furnished,Unknown,,2604.0,25.0,2.0,4.0,Carpet,Area
2 BHK Apartment for Sale in Vesu Surat,1250.0,Resale,Ready to Move,Furnished,Unknown,This spacious Multistorey Apartment is located at 1st floor in a tower of total 4 floors. The Multistorey Apartment construction is more than 10 to 15 years old.Read more,3200.0,40.0,1.0,4.0,Super,Area
1 BHK Apartment for Sale in Nanpura Surat,625.0,New Property,Ready to Move,Semi-Furnished,East,ALL FRIENDLY NATURE LOCALITIES. HOSPITAL 200m school 1km grocery mall 100m garden 100mRead more,2857.0,20.0,3.0,3.0,Carpet,Area
3 BHK Apartment for Sale in Muktanand Nagar Surat,900.0,New Property,Ready to Move,Semi-Furnished,East,"Road Touch society        New Buildings only 3 years old Firnt side Flat with Big Gallery, 3 Windows, 3 Badrooms, 2 Bathrooms, 1 master Badroom with attached Toylate and Bathroom, Full ventilation Hawa Ujash walu makan, Two WheelerRead more",2909.0,32.0,13.0,,Carpet,Area
2 BHK Apartment for Sale in Pasodara Surat,635.0,Resale,Ready to Move,Furnished,Unknown,,2834.0,28.0,1.0,5.0,Carpet,Area
1 BHK Apartment for Sale in Parvat Patiya Surat,600.0,Resale,Ready to Move,Furnished,Unknown,,3000.0,18.0,3.0,8.0,Super,Area
3 BHK Apartment for Sale in Ghod Dod Road Surat,960.0,Resale,Ready to Move,Semi-Furnished,Unknown,,4167.0,50.0,1.0,3.0,Carpet,Area
2 BHK Apartment for Sale in Adajan Surat,960.0,Resale,Ready to Move,Unfurnished,East,2 BHK Pent House on 4th floor on immediate sale at L P Savany Circle adajanRead more,2708.0,26.0,4.0,4.0,Super,Area
2 BHK Apartment for Sale in Godadara Surat,1050.0,Resale,Ready to Move,Furnished,East,,4234.0,29.0,8.0,9.0,Carpet,Area
3 BHK  House for Sale in Kamrej Surat,315.0,New Property,Ready to Move,Unfurnished,East,hrp bunglow G 1 92 vaar3 bhktotal 2 floor construction Zilli Door is totally done Dastavej clear property Loan thay jaseRead more,11111.0,35.0,1.0,,Carpet,Area
2 BHK  House for Sale in Palan Pur Patiya Surat,900.0,Resale,Ready to Move,Unfurnished,South,,2273.0,25.0,1.0,2.0,Carpet,Area
2 BHK Apartment for Sale in Bhatar Surat,1100.0,Resale,Ready to Move,Semi-Furnished,Unknown,"Multistorey apartment is available for sale. It has covered area 1100 sq-ft, it is 2 BHK apartment. Please contact for more details.Read more",4091.0,45.0,6.0,8.0,Super,Area
1 BHK Builder Floor for Sale in Jolva Surat,555.0,Resale,Ready to Move,Unfurnished,Unknown,"Introducing a unique opportunity to own a cozy and contemporary 1 BHK builder floor in the peaceful neighborhood of Jolva, Surat. This thoughtfully designed property is ideal for those seeking a compact yet comfortable living space. ::::::Property Specifications::::::Situated on the 3rd floor of a 4-floor building, this 1 BHK builder floor is Vaastu compliant, ensuring harmony and positive energy flow. The property faces the North-East direction, welcoming ample natural light and favorable energy. ::::::With a super area of 555 sqft, this builder floor is unfurnished, allowing you the freedom to customize it according to your preferences. It features one spacious bedroom with an attached balcony that overlooks a charming garden, offering a tranquil retreat. Additionally, there is a common Indian-style bathroom with a geyser point for your convenience. ::::::Further, the living and dining areas are distinct, providing a comfortable layout, while the kitchen is equipped with a granite platform and sink, making meal preparation a breeze. A utility area attached to the kitchen adds to the practicality of the space. The flooring is elegantly done in vitrified tiles, combining style with easy maintenance.::::::Facilities::::::This property offers a range of essential amenities, including covered parking for your convenience, 24-hour water supply, and 100% power backup. Safety and security are a priority with the presence of a security guard and CCTV surveillance. Access to the upper floors is made easy with the availability of two lifts, ensuring a comfortable and worry-free living experience.::::::Locality::::::This property is conveniently located with notable landmarks like Kadodara Chowkdi nearby. It offers easy access to various amenities, including schools and hospitals within a 1-kilometer radius, as well as malls, supermarkets, and banks/ATMs in close proximity. Public transportation is readily available, and the metro station is just 5 kilometers away, ensuring excellent connectivity and accessibility to the wider city.::Read more",1532.0,8.5,3.0,4.0,Super,Area
1 BHK Builder Floor for Sale in Rander Road Surat,625.0,Resale,Ready to Move,Unfurnished,Unknown,,2720.0,17.0,3.0,5.0,Super,Area
2 BHK Apartment for Sale in Adajan Surat,1275.0,Resale,Ready to Move,Furnished,Unknown,,3137.0,40.0,5.0,6.0,Super,Area
1 BHK Apartment for Sale in Nanpura Surat,400.0,Resale,Ready to Move,Furnished,East,,2500.0,10.0,9.0,9.0,Super,Area
Shop for Sale in Adajan Surat,268.0,Resale,Ready to Move,Unknown,Unknown,It's a Ground floor Commercial Shop in a building of total 5 floors. Read more,6903.0,18.5,5.0,,Super,Area
2 BHK  House for Sale in Ramnagar Surat,640.0,Resale,Ready to Move,Unfurnished,Unknown,,3125.0,20.0,3.0,,Super,Area
Plot/Land for Sale in Olpad Surat,720.0,Yes,Resale,Unknown,Unknown,,1944.0,14.0,2.0,,Plot,Area
2 BHK Builder Floor for Sale in Katargam Surat,730.0,Unfurnished,2 out of 4,East,Unknown,,1918.0,14.0,,,Super,Area
Office Space for Sale in Surat Textile Market Surat,476.0,Resale,Ready to Move,1,Unknown,,7292.0,35.0,1.0,4.0,Carpet,Area
Plot/Land for Sale in Athawa Lines Surat,5364.0,1,Co-operative Society,No,Unknown,,28.0,1.5,,,Plot,Area
2 BHK Apartment for Sale in Nanpura Surat,600.0,Resale,Ready to Move,Unfurnished,North,,,20.0,5.0,5.0,Carpet,Area
Plot/Land for Sale in Pandesara Surat,700.0,2,54 X 15,2,Unknown,Residential plot is available for sale. It is a good location property. Please contact for more details.Read more,2143.0,15.0,,,Plot,Area
Shop for Sale in Vesu Surat,400.0,Resale,Ready to Move,Unknown,Unknown,,10500.0,42.0,4.0,,Super,Area
2 BHK Apartment for Sale in Bhatar Surat,1000.0,Resale,Ready to Move,Unfurnished,Unknown,,3800.0,38.0,3.0,4.0,Super,Area
2 BHK Builder Floor for Sale in Parvat Patiya Surat,700.0,Resale,Ready to Move,Semi-Furnished,Unknown,,3143.0,22.0,2.0,3.0,Super,Area
2 BHK Apartment for Sale in Jahangirabad Surat,1252.0,Resale,Ready to Move,Semi-Furnished,Unknown,,2955.0,37.0,3.0,14.0,Super,Area
2 BHK Apartment for Sale in Dumbhal Surat,925.0,Resale,Ready to Move,Semi-Furnished,Unknown,,2486.0,23.0,3.0,5.0,Super,Area
2 BHK Apartment for Sale in New citylight Surat,900.0,Resale,Ready to Move,Semi-Furnished,Unknown,,3000.0,27.0,4.0,4.0,Carpet,Area
Plot/Land for Sale in Kamrej Surat,1360.0,Unknown,Resale,Unknown,Unknown,,2574.0,35.0,,,Plot,Area
1 BHK Builder Floor for Sale in Dabholi Surat,550.0,Resale,Ready to Move,Unfurnished,Unknown,,2000.0,11.0,1.0,4.0,Super,Area
2 BHK Apartment for Sale in Adajan Surat,935.0,Resale,Ready to Move,Semi-Furnished,Unknown,,,35.0,4.0,,Carpet,Area
2 BHK Apartment for Sale in Adajan Surat,1100.0,Resale,Ready to Move,Unfurnished,Unknown,,3182.0,35.0,3.0,5.0,Super,Area
2 BHK Apartment for Sale in Udhana Darwaja Surat,900.0,Resale,Ready to Move,Semi-Furnished,Unknown,,2667.0,24.0,1.0,3.0,Super,Area
2 BHK Apartment for Sale in Jahangirabad Surat,486.0,Resale,Ready to Move,Unfurnished,East,2 BHK Semi furnished at very law budget,2533.0,19.0,8.0,14.0,Carpet,Area
2 BHK Apartment for Sale in Chauta Bazar Surat,1100.0,Resale,Ready to Move,Semi-Furnished,North,"Welcome to an exceptional opportunity in Chauta Bazar, Surat - a charming 2 BHK flat awaits its new owner, offering a harmonious blend of modern comfort and urban convenience.Property specifications and facilitiesAscending to the 5th floor, this apartment provides a tranquil retreat from the bustling streets below, while remaining within easy reach of essential amenities. Moreover, rest assured that this flat is Vastu compliant, ensuring harmony and positivity in your living space.Each bedroom is thoughtfully furnished, providing a welcoming sanctuary for relaxation and rest after a long day. With ample storage space provided by the fitted wardrobes and cozy beds, these bedrooms are as practical as they are inviting.The flooring throughout the apartment is adorned with sleek vitrified tiles, adding a touch of sophistication to the interior ambiance. While the master bedroom shares the same elegant flooring, it boasts slightly smaller tiles, creating a subtle yet distinctive aesthetic within the living space.One of the highlights of this flat is its covered balcony, seamlessly extending from the living room and offering a serene view of the main street below. Whether its enjoying a morning cup of coffee or unwinding in the evening breeze, this balcony provides the perfect setting for relaxation and contemplation.Moving to the heart of the home, the kitchen is a chefs delight, featuring a white marble platform, stainless steel sink, and ample storage space provided by the wood cupboards and shelves. While the living room may not include a TV unit, it offers a spacious area for entertainment and socialising, making it the perfect spot for gathering with family and friends. The bathrooms are fitted with modern fixtures, including geysers and shower cubicles, providing ultimate convenience for your daily routines. Essential electrical fixtures such as lights and fans are also provided, ensuring comfort and functionality throughout the apartment.Locality Nearby establishments offer various recreational and leisure options. From schools and markets within walking distance to hospitals and banks conveniently located nearby, everything you need is just a stones throw away from your doorstep.Read more",,,5.0,5.0,Carpet,Area
1 BHK Apartment for Sale in Vesu Surat,366.0,Resale,Ready to Move,Unfurnished,Unknown,,,,2.0,8.0,Carpet,Area
2 BHK Apartment for Sale in Nanpura Surat,820.0,Resale,Ready to Move,Furnished,West,"2 front side balcony west side view,main road touch, full view sunset site,100 present use carpet AREA 820 sq.ft.2 lift,Read more",,,4.0,9.0,Carpet,Area
2 BHK Apartment for Sale in Amroli Surat,760.0,Resale,Ready to Move,Unfurnished,East,Iron Grills Safety Provided to all windows and doors.,,,1.0,1.0,Super,Area
2 BHK Apartment for Sale in Gopi Pura Surat,1000.0,Resale,Ready to Move,Semi-Furnished,Unknown,,,,2.0,3.0,Carpet,Area
"1 BHK Apartment for Sale in Pandesara, Surat Surat",336.0,Resale,Ready to Move,Semi-Furnished,Unknown,,,,3.0,3.0,Super,Area
